         256

 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
 A  -10.0000000      -10.0000000      -10.0000000    
 A   10.0000000       10.0000000       10.0000000    
